"TimeSeriesID","Year","Quarter","Species","Abundance","UnitAbundance","Latitude","Longitude","Country"
"G8637",2006,"3","Salmo trutta",89,"Count",44.26627,6.275183589,"FRA"
"G8637",1988,"3","Salmo trutta",124,"Count",44.26627,6.275183589,"FRA"
"G8637",2005,"3","Salmo trutta",129,"Count",44.26627,6.275183589,"FRA"
"G8637",1993,"3","Salmo trutta",129,"Count",44.26627,6.275183589,"FRA"
"G8637",1992,"3","Salmo trutta",32,"Count",44.26627,6.275183589,"FRA"
"G8637",1994,"3","Salmo trutta",193,"Count",44.26627,6.275183589,"FRA"
"G8637",2004,"3","Salmo trutta",207,"Count",44.26627,6.275183589,"FRA"
"G8647",2010,"3","Salmo trutta",144,"Count",43.24452,6.000062518,"FRA"
"G8637",2002,"3","Salmo trutta",229,"Count",44.26627,6.275183589,"FRA"
"G8637",2001,"3","Salmo trutta",69,"Count",44.26627,6.275183589,"FRA"
"G7343",2015,"4","Salmo trutta",84,"Count",49.61343,-1.40407644,"FRA"
"G7358",2008,"3","Salmo trutta",82,"Count",48.69012,-0.744099437,"FRA"
"G7343",2001,"3","Salmo trutta",89,"Count",49.61343,-1.40407644,"FRA"
"G7343",2000,"3","Salmo trutta",64,"Count",49.61343,-1.40407644,"FRA"
"G8647",2000,"3","Salmo trutta",764,"Count",43.24452,6.000062518,"FRA"
"G7343",1999,"4","Salmo trutta",87,"Count",49.61343,-1.40407644,"FRA"
"G7343",2004,"4","Salmo trutta",81,"Count",49.61343,-1.40407644,"FRA"
"G7358",2001,"4","Salmo trutta",158,"Count",48.69012,-0.744099437,"FRA"
"G7343",2006,"4","Salmo trutta",57,"Count",49.61343,-1.40407644,"FRA"
"G8647",1986,"4","Salmo trutta",280,"Count",43.24452,6.000062518,"FRA"
"G7358",1995,"4","Salmo trutta",183,"Count",48.69012,-0.744099437,"FRA"
"G7358",2000,"4","Salmo trutta",125,"Count",48.69012,-0.744099437,"FRA"
"G7343",2005,"4","Salmo trutta",85,"Count",49.61343,-1.40407644,"FRA"
"G8637",2014,"4","Salmo trutta",43,"Count",44.26627,6.275183589,"FRA"
"G7358",1991,"4","Salmo trutta",131,"Count",48.69012,-0.744099437,"FRA"
"G7358",1994,"4","Salmo trutta",182,"Count",48.69012,-0.744099437,"FRA"
"G8647",2015,"2","Salmo trutta",274,"Count",43.24452,6.000062518,"FRA"
"G7343",1995,"4","Salmo trutta",78,"Count",49.61343,-1.40407644,"FRA"
"G7358",1999,"4","Salmo trutta",196,"Count",48.69012,-0.744099437,"FRA"
"G7358",2004,"4","Salmo trutta",152,"Count",48.69012,-0.744099437,"FRA"
"G7343",1994,"4","Salmo trutta",62,"Count",49.61343,-1.40407644,"FRA"
"G7358",1998,"4","Salmo trutta",148,"Count",48.69012,-0.744099437,"FRA"
"G7358",2011,"4","Salmo trutta",114,"Count",48.69012,-0.744099437,"FRA"
"G7358",1997,"4","Salmo trutta",266,"Count",48.69012,-0.744099437,"FRA"
"G7358",2003,"4","Salmo trutta",155,"Count",48.69012,-0.744099437,"FRA"
"G7358",1996,"4","Salmo trutta",292,"Count",48.69012,-0.744099437,"FRA"
"G7358",2002,"4","Salmo trutta",144,"Count",48.69012,-0.744099437,"FRA"
"G7358",2010,"4","Salmo trutta",66,"Count",48.69012,-0.744099437,"FRA"
"G8637",1990,"4","Salmo trutta",166,"Count",44.26627,6.275183589,"FRA"
"G7343",1996,"4","Salmo trutta",105,"Count",49.61343,-1.40407644,"FRA"
"G8647",2001,"4","Salmo trutta",224,"Count",43.24452,6.000062518,"FRA"
"G7358",2007,"4","Salmo trutta",101,"Count",48.69012,-0.744099437,"FRA"
"G7343",1998,"4","Salmo trutta",61,"Count",49.61343,-1.40407644,"FRA"
"G7343",1991,"4","Salmo trutta",57,"Count",49.61343,-1.40407644,"FRA"
"G7358",2012,"4","Salmo trutta",80,"Count",48.69012,-0.744099437,"FRA"
"G7358",2009,"4","Salmo trutta",77,"Count",48.69012,-0.744099437,"FRA"
"G7343",1993,"4","Salmo trutta",56,"Count",49.61343,-1.40407644,"FRA"
"G8647",2014,"2","Salmo trutta",89,"Count",43.24452,6.000062518,"FRA"
"G7358",1990,"4","Salmo trutta",144,"Count",48.69012,-0.744099437,"FRA"
"G7343",1997,"4","Salmo trutta",101,"Count",49.61343,-1.40407644,"FRA"
"G7343",2003,"4","Salmo trutta",17,"Count",49.61343,-1.40407644,"FRA"
"G7343",2002,"4","Salmo trutta",57,"Count",49.61343,-1.40407644,"FRA"
"G7343",2007,"4","Salmo trutta",50,"Count",49.61343,-1.40407644,"FRA"
"G7343",2008,"4","Salmo trutta",80,"Count",49.61343,-1.40407644,"FRA"
"G7343",2012,"4","Salmo trutta",96,"Count",49.61343,-1.40407644,"FRA"
"G7343",1992,"4","Salmo trutta",56,"Count",49.61343,-1.40407644,"FRA"
"G7358",2006,"4","Salmo trutta",119,"Count",48.69012,-0.744099437,"FRA"
"G8647",1992,"4","Salmo trutta",64,"Count",43.24452,6.000062518,"FRA"
"G7358",2005,"4","Salmo trutta",153,"Count",48.69012,-0.744099437,"FRA"
"G7343",1989,"4","Salmo trutta",47,"Count",49.61343,-1.40407644,"FRA"
"G7343",2010,"4","Salmo trutta",112,"Count",49.61343,-1.40407644,"FRA"
"G8637",1995,"4","Salmo trutta",43,"Count",44.26627,6.275183589,"FRA"
"G7343",2016,"4","Salmo trutta",72,"Count",49.61343,-1.40407644,"FRA"
"G7343",2017,"3","Salmo trutta",18,"Count",49.61343,-1.40407644,"FRA"
"G7358",2016,"4","Salmo trutta",61,"Count",48.69012,-0.744099437,"FRA"
"G7358",2017,"4","Salmo trutta",68,"Count",48.69012,-0.744099437,"FRA"
"G7358",1992,"4","Salmo trutta",127,"Count",48.69012,-0.744099437,"FRA"
"G8637",2016,"2","Salmo trutta",125,"Count",44.26627,6.275183589,"FRA"
"G8637",2017,"2","Salmo trutta",181,"Count",44.26627,6.275183589,"FRA"
"G8647",2016,"2","Salmo trutta",248,"Count",43.24452,6.000062518,"FRA"
"G8647",2017,"2","Salmo trutta",294,"Count",43.24452,6.000062518,"FRA"
"G7358",1993,"4","Salmo trutta",136,"Count",48.69012,-0.744099437,"FRA"
"G8637",2015,"3","Salmo trutta",97,"Count",44.26627,6.275183589,"FRA"
"G7343",1990,"4","Salmo trutta",62,"Count",49.61343,-1.40407644,"FRA"
"G10191",2001,"4","Salmo trutta",1.2,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2009,"3","Salmo trutta",13.6,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2008,"3","Salmo trutta",13.9,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2013,"3","Salmo trutta",3.5,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1996,"3","Salmo trutta",0.7,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1997,"3","Salmo trutta",2.3,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2002,"3","Salmo trutta",3.1,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2006,"3","Salmo trutta",6.8,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2004,"3","Salmo trutta",1.7,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2012,"3","Salmo trutta",3.8,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2017,"3","Salmo trutta",2.1,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2007,"3","Salmo trutta",5.1,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2015,"3","Salmo trutta",0.3,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1992,"3","Salmo trutta",9.1,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2014,"3","Salmo trutta",1.7,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2018,"3","Salmo trutta",3.8,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2000,"3","Salmo trutta",3.3,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2011,"3","Salmo trutta",5.6,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1999,"4","Salmo trutta",0.7,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2010,"4","Salmo trutta",6.5,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1990,"4","Salmo trutta",4.7,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1989,"4","Salmo trutta",3.2,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1994,"4","Salmo trutta",6.6,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1993,"4","Salmo trutta",2.1,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2003,"4","Salmo trutta",5.1,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2016,"4","Salmo trutta",2.7,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",2005,"4","Salmo trutta",4.5,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1991,"4","Salmo trutta",1.9,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1995,"4","Salmo trutta",1.3,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1993,"4","Salmo trutta",2.5,"Ind.100m2",67.67527,20.55569,"SWE"
"G10191",1998,"4","Salmo trutta",2.9,"Ind.100m2",67.67527,20.55569,"SWE"
"G10556",1994,"4","Salmo trutta",10.5,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1984,"3","Salmo trutta",1.7,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1986,"3","Salmo trutta",13.5,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2011,"3","Salmo trutta",11.7,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2010,"3","Salmo trutta",5.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2009,"3","Salmo trutta",9.9,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1996,"3","Salmo trutta",19.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1997,"3","Salmo trutta",23.2,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2018,"3","Salmo trutta",59.1,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1995,"3","Salmo trutta",10.4,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2001,"3","Salmo trutta",7.4,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2017,"3","Salmo trutta",27.5,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1989,"3","Salmo trutta",16.8,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1999,"3","Salmo trutta",16.3,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2005,"3","Salmo trutta",7.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2012,"3","Salmo trutta",12.2,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2016,"3","Salmo trutta",27.1,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2013,"3","Salmo trutta",7,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2008,"3","Salmo trutta",7.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1992,"3","Salmo trutta",7.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2000,"3","Salmo trutta",16.1,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2003,"3","Salmo trutta",5.7,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2002,"3","Salmo trutta",8.1,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2015,"3","Salmo trutta",12.2,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1988,"3","Salmo trutta",10.4,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2006,"3","Salmo trutta",19.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1991,"3","Salmo trutta",13.7,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2014,"3","Salmo trutta",20.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1990,"3","Salmo trutta",13,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2004,"3","Salmo trutta",15.6,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",2007,"4","Salmo trutta",5.7,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1998,"4","Salmo trutta",31.1,"Ind.100m2",57.16585,12.74852,"SWE"
"G10556",1993,"4","Salmo trutta",12.7,"Ind.100m2",57.16585,12.74852,"SWE"
"G11473",1984,"4","Salmo trutta",28,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1985,"4","Salmo trutta",12.6,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1978,"4","Salmo trutta",34,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1983,"4","Salmo trutta",21.8,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1981,"4","Salmo trutta",84.6,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1974,"4","Salmo trutta",45.9,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2012,"3","Salmo trutta",37.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2016,"3","Salmo trutta",5.1,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2018,"3","Salmo trutta",16.7,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2011,"3","Salmo trutta",35.1,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2009,"3","Salmo trutta",41.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1997,"3","Salmo trutta",36.3,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1994,"3","Salmo trutta",17.7,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1995,"3","Salmo trutta",14.8,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1999,"3","Salmo trutta",56.9,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2015,"3","Salmo trutta",34.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1998,"3","Salmo trutta",28.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1992,"3","Salmo trutta",60.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2003,"3","Salmo trutta",7.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2007,"3","Salmo trutta",23.1,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2014,"3","Salmo trutta",10,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2001,"3","Salmo trutta",42.9,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1989,"3","Salmo trutta",86.9,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1993,"3","Salmo trutta",52.7,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2008,"4","Salmo trutta",18.1,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2002,"4","Salmo trutta",32.1,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1980,"4","Salmo trutta",135,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1987,"4","Salmo trutta",42.2,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1996,"4","Salmo trutta",24.5,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1977,"4","Salmo trutta",218.8,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2003,"4","Salmo trutta",15.7,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2010,"4","Salmo trutta",29.9,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1988,"4","Salmo trutta",49.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2004,"4","Salmo trutta",26.3,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1991,"4","Salmo trutta",79.1,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1982,"4","Salmo trutta",49.5,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2005,"4","Salmo trutta",20,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2006,"4","Salmo trutta",12,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2013,"4","Salmo trutta",20.6,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2017,"4","Salmo trutta",7.5,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1990,"4","Salmo trutta",55.7,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2000,"4","Salmo trutta",27.4,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",2007,"4","Salmo trutta",49.9,"Ind.100m2",58.90116,11.44062,"SWE"
"G11473",1986,"4","Salmo trutta",17.7,"Ind.100m2",58.90116,11.44062,"SWE"
"G9542",2002,"2","Salmo trutta",42.8,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2009,"2","Salmo trutta",88.7,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1992,"2","Salmo trutta",160.7,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1991,"3","Salmo trutta",6.5,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1995,"3","Salmo trutta",24.9,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2000,"3","Salmo trutta",7.2,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2012,"3","Salmo trutta",33.3,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1988,"3","Salmo trutta",107.3,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1994,"3","Salmo trutta",62.3,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2013,"3","Salmo trutta",34.9,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2004,"3","Salmo trutta",16,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1987,"3","Salmo trutta",36,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2017,"3","Salmo trutta",61.5,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2016,"3","Salmo trutta",58.9,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2010,"3","Salmo trutta",49.8,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2015,"3","Salmo trutta",43.1,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2011,"3","Salmo trutta",34,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1990,"3","Salmo trutta",31.7,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2001,"3","Salmo trutta",11.1,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2007,"3","Salmo trutta",32.6,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1986,"3","Salmo trutta",49.3,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1993,"3","Salmo trutta",43.7,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1989,"3","Salmo trutta",43.6,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2006,"3","Salmo trutta",18.2,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",2005,"3","Salmo trutta",27.2,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1998,"3","Salmo trutta",13,"Ind.100m2",63.88106,20.06459,"SWE"
"G9542",1999,"3","Salmo trutta",74.6,"Ind.100m2",63.88106,20.06459,"SWE"
