"","t","precip"
"85",1950-03-26,8.13795391962913e-07
"86",1950-03-27,0
"87",1950-03-28,0
"88",1950-03-29,0.00020539218957083
"89",1950-03-30,0
"90",1950-03-31,0
"91",1950-04-01,0.000299922607382541
"92",1950-04-02,0.0151829754613573
"93",1950-04-03,0.00977935597558144
"94",1950-04-04,0.000780059722956139
"95",1950-04-05,0.00180773106399101
"96",1950-04-06,1.62165781603107e-06
"97",1950-04-07,3.68862114328294e-05
"98",1950-04-08,0.0152630622961851
"99",1950-04-09,0.0158171678419876
"100",1950-04-10,0.00376052056344633
"101",1950-04-11,0.00228576571845451
"102",1950-04-12,0.00116595462918667
"103",1950-04-13,0.00349694344822638
"104",1950-04-14,0.000110900620313714
"105",1950-04-15,0
"106",1950-04-16,0.00100798807153524
"107",1950-04-17,0.00450674521653127
"108",1950-04-18,0.00535024633518333
"109",1950-04-19,0.00206662030723237
"110",1950-04-20,0
"111",1950-04-21,0
"112",1950-04-22,4.79447407997213e-07
"113",1950-04-23,0
"114",1950-04-24,0.00399847724906977
"115",1950-04-25,0.00362186152869981
"116",1950-04-26,0.00379109688350354
"117",1950-04-27,0.00350331523623026
"118",1950-04-28,0.00623759496380671
"119",1950-04-29,0.0014804303496021
"120",1950-04-30,0
"121",1950-05-01,0.0015674247178481
"122",1950-05-02,0.00632538440731878
"123",1950-05-03,0.000573442420147785
"124",1950-05-04,8.8449151576242e-05
"125",1950-05-05,0.000329979715672835
"126",1950-05-06,0
"127",1950-05-07,0
"128",1950-05-08,0
"129",1950-05-09,0
"130",1950-05-10,0
"131",1950-05-11,0
"132",1950-05-12,0
"133",1950-05-13,0
"134",1950-05-14,0
"135",1950-05-15,1.53423189885871e-06
"136",1950-05-16,7.67492823570137e-05
"137",1950-05-17,0.00596250533556031
"138",1950-05-18,0.000732169846742181
"139",1950-05-19,0.000184807970583734
"140",1950-05-20,0.000375335715943947
"141",1950-05-21,0.0032233972534641
"142",1950-05-22,0.00586544973725722
"143",1950-05-23,0.0153736270225409
"144",1950-05-24,1.00350137017813e-05
"145",1950-05-25,0
"146",1950-05-26,0
"147",1950-05-27,0.00305712347289955
"148",1950-05-28,0.00830612417485099
"149",1950-05-29,0.001219205646521
"150",1950-05-30,0.00100928349934293
"151",1950-05-31,0
"152",1950-06-01,0
"153",1950-06-02,0
"154",1950-06-03,0
"155",1950-06-04,0
"156",1950-06-05,0
"157",1950-06-06,0
"158",1950-06-07,0
"159",1950-06-08,2.85983765024866e-06
"160",1950-06-09,0.00125739461418561
"161",1950-06-10,0.000790135232932698
"162",1950-06-11,5.75336969177442e-07
"163",1950-06-12,0
"164",1950-06-13,0.00064484961967537
"165",1950-06-14,0.000487594248738787
"166",1950-06-15,0.0100639764053199
"167",1950-06-16,0.00982090678735403
"168",1950-06-17,0.0086349141492974
"169",1950-06-18,0.000832462184007454
"170",1950-06-19,0.00130352796441002
"171",1950-06-20,0.00131492993693882
"172",1950-06-21,0.0263845446461346
"173",1950-06-22,0.021987154554779
"174",1950-06-23,0.0170161966107116
"175",1950-06-24,0.00890612597822837
"176",1950-06-25,0.000756498013913642
"177",1950-06-26,0
"178",1950-06-27,1.43438683153363e-06
"179",1950-06-28,0.00284545710110251
"180",1950-06-29,0.00107882829433947
"181",1950-06-30,0.00357388555818261
"182",1950-07-01,0.00273427423536532
"183",1950-07-02,0
"184",1950-07-03,0
"185",1950-07-04,0
"186",1950-07-05,0
"187",1950-07-06,0.000978289143802158
"188",1950-07-07,2.38142342823267e-06
"189",1950-07-08,0
"190",1950-07-09,1.29691470647231e-05
"191",1950-07-10,0.00183686944382089
"192",1950-07-11,0.010772262511523
"193",1950-07-12,0.000736367747720124
"194",1950-07-13,0.000442989990574461
"195",1950-07-14,0.000591618440637376
"196",1950-07-15,0
"197",1950-07-16,0
"198",1950-07-17,0.018851796803574
"199",1950-07-18,0.0035831249349485
"200",1950-07-19,3.33477737513022e-06
"201",1950-07-20,0.000175135667632276
"202",1950-07-21,6.49161029286915e-06
"203",1950-07-22,0.0104934320403345
"204",1950-07-23,0.00921743344224524
"205",1950-07-24,0.0123285581794335
"206",1950-07-25,0.0151642942164472
"207",1950-07-26,3.16374234898831e-05
"208",1950-07-27,0.000928532335819909
"209",1950-07-28,0.000348539597268882
"210",1950-07-29,0.00718848101678304
"211",1950-07-30,0.000894506578333676
"212",1950-07-31,0.00593334857069294
"213",1950-08-01,0.00882081930274126
"214",1950-08-02,0.000924425303878706
"215",1950-08-03,0.00155483893843211
"216",1950-08-04,1.8098817236023e-06
"217",1950-08-05,0.000232719642554002
"218",1950-08-06,0
"219",1950-08-07,6.00118750071488e-06
"220",1950-08-08,0
"221",1950-08-09,0
"222",1950-08-10,0.000836389231153589
"223",1950-08-11,0.00048372243020367
"224",1950-08-12,0.00385156693016597
"225",1950-08-13,0.00663288768555503
"226",1950-08-14,3.31853142370164e-05
"227",1950-08-15,0.00443897380137059
"228",1950-08-16,0.00707934713864233
"229",1950-08-17,0.0204469561636529
"230",1950-08-18,0.0197415384527062
"231",1950-08-19,0.00100529641349567
"232",1950-08-20,0.00069950228265725
"233",1950-08-21,0.000820252772200547
"234",1950-08-22,0.00137994337489999
"235",1950-08-23,0.00119754014230011
"236",1950-08-24,0.00466027746006148
"237",1950-08-25,0.0115372079195026
"238",1950-08-26,0.000967312452871738
"239",1950-08-27,0.011835622186652
"240",1950-08-28,0.00191513825757283
"241",1950-08-29,0.0158215890687643
"242",1950-08-30,0.000802656810265034
"243",1950-08-31,0.00125697653044199
"244",1950-09-01,0
"245",1950-09-02,0.000157581976964138
"246",1950-09-03,0.000209190963687433
"247",1950-09-04,0.00226714367471459
"248",1950-09-05,0.00971214679429977
"249",1950-09-06,0.000170851163659336
"250",1950-09-07,0.0162638909536668
"251",1950-09-08,0.000362348045996441
"252",1950-09-09,2.94278940486947e-05
"253",1950-09-10,0
"254",1950-09-11,5.0383376390073e-05
"255",1950-09-12,0.000853488261554958
"256",1950-09-13,0.00047725628292028
"257",1950-09-14,0.00412480779868929
"258",1950-09-15,0.006481465158231
"259",1950-09-16,0.0185340674797771
"260",1950-09-17,0.00208998453717868
"261",1950-09-18,0.00555737866670825
"262",1950-09-19,0.00381584129405255
"263",1950-09-20,8.88976582018586e-05
"264",1950-09-21,0.00889440298487898
"265",1950-09-22,0.00561889107825664
"266",1950-09-23,0.000338009307821352
"267",1950-09-24,0.000205157126117683
"268",1950-09-25,0.00941087819251152
"269",1950-09-26,0.0139583620039048
"270",1950-09-27,0.00114559271906955
"271",1950-09-28,0.00241643319697005
"272",1950-09-29,5.42812267667614e-06
"273",1950-09-30,0.000169962291863612
"274",1950-10-01,0.00529392935732176
"275",1950-10-02,0.0105729014758253
"276",1950-10-03,0.00126791987713659
"277",1950-10-04,0.00359596458474698
"278",1950-10-05,0.00101788204426612
"279",1950-10-06,0.000795362536564426
"280",1950-10-07,0.00609828700271464
"281",1950-10-08,0.0027040368154303
"282",1950-10-09,0.00795918905862436
"283",1950-10-10,0.013249179876766
"284",1950-10-11,0.0217088269273518
"285",1950-10-12,0
"286",1950-10-13,0.000134171792694815
"287",1950-10-14,0.00425565386370863
"288",1950-10-15,0.00492899924574886
"289",1950-10-16,0.00509045768376382
"290",1950-10-17,0.00836624338808178
"291",1950-10-18,0
"292",1950-10-19,0.000334825312165776
"293",1950-10-20,4.76528418857924e-06
"294",1950-10-21,0
"295",1950-10-22,9.52568939283083e-08
"296",1950-10-23,4.76837158203125e-07
"297",1950-10-24,6.19682509750419e-07
"298",1950-10-25,6.58592338140807e-05
"299",1950-10-26,0.000158873591487918
"300",1950-10-27,0.00153639046493481
"301",1950-10-28,0.0163950989372097
"302",1950-10-29,0.00683933212803822
"303",1950-10-30,0.00222739468154032
"304",1950-10-31,0.00862925920228008
"305",1950-11-01,0.00117686828980368
"306",1950-11-02,0.00051716124653467
"307",1950-11-03,0.00292706336222182
"308",1950-11-04,7.82177479550228e-05
"309",1950-11-05,6.38709764189116e-06
"310",1950-11-06,9.96610572201462e-06
"311",1950-11-07,0.000475006430860958
"312",1950-11-08,7.50703001699549e-05
"313",1950-11-09,0.00378645140415301
"314",1950-11-10,0.00303195519421706
"315",1950-11-11,0.0142267455976253
"316",1950-11-12,0.00283076103966096
"317",1950-11-13,0.0115697190194624
"318",1950-11-14,0.000509464045535424
"319",1950-11-15,0.00049560567640583
"320",1950-11-16,0
"321",1950-11-17,1.63718690942005e-05
"322",1950-11-18,0
"323",1950-11-19,4.10217228363763e-06
"324",1950-11-20,0.000395741086208545
"325",1950-11-21,0.0142506878910353
"326",1950-11-22,0.00455878968568868
"327",1950-11-23,0.012089713341652
"328",1950-11-24,0.00684545966942096
"329",1950-11-25,6.63370701659005e-06
"330",1950-11-26,4.67248190716418e-06
"331",1950-11-27,0
"332",1950-11-28,0.00587581547586069
"333",1950-11-29,0.00806635997241756
"334",1950-11-30,0.00668385936847926
"335",1950-12-01,0.00559998748627777
"336",1950-12-02,0.0006621908219131
"337",1950-12-03,0.00316724003380386
"338",1950-12-04,2.31179212732968e-05
"339",1950-12-05,0.00121679976678024
"340",1950-12-06,0.000183567037822741
"341",1950-12-07,6.79510219470103e-06
"342",1950-12-08,0.000414711864323181
"343",1950-12-09,3.26481932688694e-05
"344",1950-12-10,0.000370674546331884
"345",1950-12-11,0.0149852663307684
"346",1950-12-12,0.00935211725300178
"347",1950-12-13,0.00128940705280911
"348",1950-12-14,0.00275387234427171
"349",1950-12-15,0.00409690626656811
"350",1950-12-16,0.00664203603628266
"351",1950-12-17,0.00306868088955525
"352",1950-12-18,0.00216786914563727
"353",1950-12-19,3.76505488475232e-06
"354",1950-12-20,1.52613982891125e-05
"355",1950-12-21,0.00019262186197011
"356",1950-12-22,0.000498754973705218
"357",1950-12-23,0.000763341803576623
"358",1950-12-24,0.00344304625468794
"359",1950-12-25,8.68733069978589e-05
"360",1950-12-26,3.81580207431398e-07
"361",1950-12-27,9.53041705997748e-07
"362",1950-12-28,1.13416331828375e-05
"363",1950-12-29,0.000274269610883948
"364",1950-12-30,0.00205787805316504
"365",1950-12-31,0.000758640868298244
"366",1951-01-01,0.00135505603975616
"367",1951-01-02,0.00307138225070958
"368",1951-01-03,0.00464034149536019
"369",1951-01-04,0.000736942921719219
"370",1951-01-05,0.00363117662436707
"371",1951-01-06,0.000206562337893956
"372",1951-01-07,0.00775563938077539
"373",1951-01-08,0.000528775976931684
"374",1951-01-09,0.00202737482504745
"375",1951-01-10,0.00130303680361976
"376",1951-01-11,0.00667126306416321
"377",1951-01-12,0.00995625586165261
"378",1951-01-13,0.00266503209968505
"379",1951-01-14,0.00534109860018361
"380",1951-01-15,0.00105772719422248
"381",1951-01-16,1.7158458192057e-06
"382",1951-01-17,0.0141007561276751
"383",1951-01-18,0.000875368518620689
"384",1951-01-19,3.89149566331071e-05
"385",1951-01-20,1.62126150371478e-06
"386",1951-01-21,0
"387",1951-01-22,0.000753043098484341
"388",1951-01-23,0.00308845927065704
"389",1951-01-24,0.00360731822729576
"390",1951-01-25,3.22230499136822e-05
"391",1951-01-26,2.37681200019324e-05
"392",1951-01-27,0.0028948449598829
"393",1951-01-28,0.00327021969224006
"394",1951-01-29,1.81153893663577e-06
"395",1951-01-30,7.7936593186223e-05
"396",1951-01-31,9.46647444948212e-05
"397",1951-02-01,0.000164780049090041
"398",1951-02-02,0.000247818628849927
"399",1951-02-03,0.000426515075560019
"400",1951-02-04,0.00101267791887949
"401",1951-02-05,0.000639437767858908
"402",1951-02-06,0.0059475315065356
"403",1951-02-07,0.00156129689730733
"404",1951-02-08,0.00266332184492057
"405",1951-02-09,0.0147719359101757
"406",1951-02-10,0.00195074814746476
"407",1951-02-11,0.00214395918663612
"408",1951-02-12,0.000697534251685283
"409",1951-02-13,0.00215335952907481
"410",1951-02-14,0.000123130699023477
"411",1951-02-15,0.000189613791917509
"412",1951-02-16,0.000316933506837813
"413",1951-02-17,0.00187520696181309
"414",1951-02-18,0.0135260147944791
"415",1951-02-19,0.00837897538440302
"416",1951-02-20,0.00304891235282412
"417",1951-02-21,0.00985593925457806
"418",1951-02-22,0.0025160985196635
"419",1951-02-23,0.00108116073715792
"420",1951-02-24,0.000397726815208443
"421",1951-02-25,0.000811163737125753
"422",1951-02-26,0.000340580306726679
"423",1951-02-27,5.01483576158535e-05
"424",1951-02-28,0
"425",1951-03-01,4.29208682817261e-07
"426",1951-03-02,4.15778135334222e-05
"427",1951-03-03,5.47439411207051e-05
"428",1951-03-04,3.90916125070362e-06
"429",1951-03-05,0.000396984744384099
"430",1951-03-06,0.000128669878904475
"431",1951-03-07,0.000152155171917912
"432",1951-03-08,2.27069202765051e-05
"433",1951-03-09,1.80164071252875e-05
"434",1951-03-10,2.99218190775719e-05
"435",1951-03-11,0.000310901855300472
"436",1951-03-12,0.00403828169964981
"437",1951-03-13,0.00113040321986091
"438",1951-03-14,0.00943942522008001
"439",1951-03-15,0.00660073842300335
"440",1951-03-16,0.000220755528005157
"441",1951-03-17,0.000741533812458783
"442",1951-03-18,0.00105173485439991
"443",1951-03-19,0.00792892243771348
"444",1951-03-20,0.00102310229181057
"445",1951-03-21,0
"446",1951-03-22,0.00775218215068207
"447",1951-03-23,0.00773219937400427
"448",1951-03-24,2.48925962296198e-05
"449",1951-03-25,0.000688241158968594
"450",1951-03-26,0.000416999856383882
"451",1951-03-27,2.38418567732879e-06
"452",1951-03-28,0.00125707575443812
"453",1951-03-29,0.00102087494138914
"454",1951-03-30,0.00171068353563442
"455",1951-03-31,0.00187550356713473
"456",1951-04-01,0.00311819488706533
"457",1951-04-02,0.010994303024745
"458",1951-04-03,0.00438079410912451
"459",1951-04-04,0.00843011728966303
"460",1951-04-05,0.00631459977790882
"461",1951-04-06,4.8417028096992e-05
"462",1951-04-07,0.0090790826434386
"463",1951-04-08,0.00802038253823412
"464",1951-04-09,0.00265404651673862
"465",1951-04-10,0.000160152114631273
"466",1951-04-11,0.000911700471931454
"467",1951-04-12,0.00905867852333131
"468",1951-04-13,0.00578067922594983
"469",1951-04-14,0.00207257636685654
"470",1951-04-15,1.82085345272753e-05
"471",1951-04-16,0.0128283718522653
"472",1951-04-17,0.00372906621942093
"473",1951-04-18,0.00403861089125712
"474",1951-04-19,0.00168984409651785
"475",1951-04-20,9.9573792965657e-05
"476",1951-04-21,3.1274482353183e-05
"477",1951-04-22,0
"478",1951-04-23,1.33857662376613e-06
"479",1951-04-24,2.88497083147377e-05
"480",1951-04-25,2.21606210857317e-05
"481",1951-04-26,0.00289844843791798
"482",1951-04-27,0.00206111700390466
"483",1951-04-28,0
"484",1951-04-29,0.000337509825271809
"485",1951-04-30,0.0041029824042198
"486",1951-05-01,0.0111561206431361
"487",1951-05-02,0.00104470848089022
"488",1951-05-03,8.13478436612058e-06
"489",1951-05-04,2.87668342480174e-07
"490",1951-05-05,0.000101070251503188
"491",1951-05-06,4.9533601895746e-06
"492",1951-05-07,5.81761327111963e-06
"493",1951-05-08,1.43636452776263e-06
"494",1951-05-09,2.09801146411337e-05
"495",1951-05-10,0
"496",1951-05-11,0
"497",1951-05-12,0
"498",1951-05-13,0.00171446933933339
"499",1951-05-14,0
"500",1951-05-15,0.000737695927455206
"501",1951-05-16,0.000905938817595597
"502",1951-05-17,0
"503",1951-05-18,0
"504",1951-05-19,0
"505",1951-05-20,0
"506",1951-05-21,0
"507",1951-05-22,1.42885346576804e-06
"508",1951-05-23,0.002815042593447
"509",1951-05-24,3.13232640110073e-05
"510",1951-05-25,0.000268869328976962
"511",1951-05-26,0
"512",1951-05-27,0
"513",1951-05-28,0.000224008277143639
"514",1951-05-29,0.000704080855030043
"515",1951-05-30,0
"516",1951-05-31,0
"517",1951-06-01,0
"518",1951-06-02,0
"519",1951-06-03,2.87668399323593e-07
"520",1951-06-04,0.000412411567594972
"521",1951-06-05,2.85770795471763e-07
"522",1951-06-06,3.93146922306187e-06
"523",1951-06-07,0.000642990040432778
"524",1951-06-08,6.21688977844315e-05
"525",1951-06-09,0
"526",1951-06-10,0
"527",1951-06-11,7.14427005732432e-06
"528",1951-06-12,0.00029042438683291
"529",1951-06-13,0.00958274565277861
"530",1951-06-14,0.000988213228083623
"531",1951-06-15,9.94641471834257e-05
"532",1951-06-16,0
"533",1951-06-17,0.00163117869345797
"534",1951-06-18,0.00210505995113408
"535",1951-06-19,4.38384369090272e-05
"536",1951-06-20,9.09747175796838e-05
"537",1951-06-21,0.00142755884138523
"538",1951-06-22,4.49062299594516e-05
"539",1951-06-23,0.0242343705467647
"540",1951-06-24,0.00396272951002175
"541",1951-06-25,0.000511009466265477
"542",1951-06-26,0.00208850774242819
"543",1951-06-27,0
"544",1951-06-28,0.00176695842674235
"545",1951-06-29,3.05066362216166e-06
"546",1951-06-30,0
"547",1951-07-01,0
"548",1951-07-02,0.000525520186499762
"549",1951-07-03,0.00129462902259547
"550",1951-07-04,0.000638395649730228
"551",1951-07-05,0.000413890261654615
"552",1951-07-06,0.000188264893722589
"553",1951-07-07,0.00420227285474084
"554",1951-07-08,0.00136429590384068
"555",1951-07-09,0.00959566341680329
"556",1951-07-10,0.00433765389481877
"557",1951-07-11,0.0040686976408324
"558",1951-07-12,0.00747781466941433
"559",1951-07-13,0.000964516514613933
"560",1951-07-14,0.0068998722708784
"561",1951-07-15,0.0016241900048044
"562",1951-07-16,2.57193676134193e-06
"563",1951-07-17,3.82292853373656e-07
"564",1951-07-18,9.28369046846456e-05
"565",1951-07-19,6.16389206697932e-05
"566",1951-07-20,0
"567",1951-07-21,0
"568",1951-07-22,0
"569",1951-07-23,2.46878462348832e-05
"570",1951-07-24,0.00169047560757463
"571",1951-07-25,3.34158244186256e-06
"572",1951-07-26,8.77009824762354e-06
"573",1951-07-27,0.00020758137577559
"574",1951-07-28,0.00278770125038363
"575",1951-07-29,5.43102740948598e-05
"576",1951-07-30,0
"577",1951-07-31,1.29549443954602e-05
"578",1951-08-01,0.00381309978155286
"579",1951-08-02,0.00795636903785635
"580",1951-08-03,0
"581",1951-08-04,0
"582",1951-08-05,0.0142720475705573
"583",1951-08-06,0.000889721496832863
"584",1951-08-07,0.00329168328107698
"585",1951-08-08,0.0206649390165694
"586",1951-08-09,0.012833489827301
"587",1951-08-10,0.00354675247967862
"588",1951-08-11,0.000980692898224333
"589",1951-08-12,0.00777071584070654
"590",1951-08-13,0.0142045934335329
"591",1951-08-14,0.00619319200632162
"592",1951-08-15,0.000284247735010013
"593",1951-08-16,0.00103337155542249
"594",1951-08-17,0.000742962465210439
"595",1951-08-18,4.69617742737682e-05
"596",1951-08-19,0.00124159912246569
"597",1951-08-20,0.017575339755183
"598",1951-08-21,0.00102238056183523
"599",1951-08-22,0.000893070644337968
"600",1951-08-23,0.000162481842551188
"601",1951-08-24,5.74704245082103e-07
"602",1951-08-25,0.0001419961904503
"603",1951-08-26,0.00700668120407499
"604",1951-08-27,0.0132730353022907
"605",1951-08-28,0.00181613384808088
"606",1951-08-29,0.0073429609693676
"607",1951-08-30,0.000264666172995476
"608",1951-08-31,0.00601664836858617
"609",1951-09-01,0.0109417138141339
"610",1951-09-02,0.00433541228534295
"611",1951-09-03,0.00353417056066974
"612",1951-09-04,0.00116844307393649
"613",1951-09-05,0.000936358029321127
"614",1951-09-06,5.80714264515336e-05
"615",1951-09-07,4.77469711768208e-07
"616",1951-09-08,0
"617",1951-09-09,0
"618",1951-09-10,0.000743648716479584
"619",1951-09-11,3.82925293251901e-07
"620",1951-09-12,1.36720964292181e-05
"621",1951-09-13,0.0046871593576725
"622",1951-09-14,0.00859694809969369
"623",1951-09-15,0.0216290466632927
"624",1951-09-16,0.00375542956777508
"625",1951-09-17,0.000153264673258491
"626",1951-09-18,0.00533849920265084
"627",1951-09-19,0.00160009293136909
"628",1951-09-20,0
"629",1951-09-21,3.81073072048821e-05
"630",1951-09-22,0.000354962733808861
"631",1951-09-23,4.06525062430774e-05
"632",1951-09-24,0.000117609643837113
"633",1951-09-25,0.000177286928703779
"634",1951-09-26,2.07018679247994e-05
"635",1951-09-27,0.007255367142875
"636",1951-09-28,0.000145123493268784
"637",1951-09-29,4.67162572590496e-05
"638",1951-09-30,5.81270409725221e-05
"639",1951-10-01,1.19652220860189e-05
"640",1951-10-02,8.58417365634523e-07
"641",1951-10-03,7.34338254915201e-06
"642",1951-10-04,6.14195939192541e-05
"643",1951-10-05,0.000110812714808617
"644",1951-10-06,0
"645",1951-10-07,0.000149115552460444
"646",1951-10-08,0
"647",1951-10-09,0
"648",1951-10-10,0
"649",1951-10-11,9.58894474933913e-08
"650",1951-10-12,6.85330618921398e-05
"651",1951-10-13,0.000203863557317163
"652",1951-10-14,3.84510922231129e-05
"653",1951-10-15,2.87668342480174e-07
"654",1951-10-16,2.49122899731447e-06
"655",1951-10-17,0.000360772916110363
"656",1951-10-18,0
"657",1951-10-19,0.000293500085717824
"658",1951-10-20,0.00276269798354178
"659",1951-10-21,0.0049141339277412
"660",1951-10-22,0.010105447108117
"661",1951-10-23,4.60269529867219e-06
"662",1951-10-24,0
"663",1951-10-25,4.67659668856868e-06
"664",1951-10-26,6.63991072542558e-05
"665",1951-10-27,0.000358916124241659
"666",1951-10-28,0.000245680205750887
"667",1951-10-29,5.63208919857061e-06
"668",1951-10-30,0.00235678747026213
"669",1951-10-31,0.00410157086935214
"670",1951-11-01,0.000348862002283568
"671",1951-11-02,0.00047540049069994
"672",1951-11-03,0.000679947103776612
"673",1951-11-04,5.71381406189175e-07
"674",1951-11-05,0.000107856963154518
"675",1951-11-06,0.000156702315507573
"676",1951-11-07,0.00516773328581621
"677",1951-11-08,0.00395325545105152
"678",1951-11-09,0.00088469446052386
"679",1951-11-10,0.00366882239904953
"680",1951-11-11,0.000200868749743677
"681",1951-11-12,0.000500714864756446
"682",1951-11-13,0.00105444957591772
"683",1951-11-14,5.06298437130681e-05
"684",1951-11-15,0.000896430686509575
"685",1951-11-16,0.00541422711455652
"686",1951-11-17,0.0101880629517836
"687",1951-11-18,0.00619538127381247
"688",1951-11-19,0.00772172231881996
"689",1951-11-20,0.00554415461374447
"690",1951-11-21,0.00643750645667751
"691",1951-11-22,0.0091836874407818
"692",1951-11-23,0.000574832551706095
"693",1951-11-24,0.0121939434029628
"694",1951-11-25,0.00531782754842425
"695",1951-11-26,0
"696",1951-11-27,0.00175661135716609
"697",1951-11-28,5.71381406189175e-07
"698",1951-11-29,0.000574979170778533
"699",1951-11-30,0.00300979674557311
"700",1951-12-01,8.24918268449437e-05
"701",1951-12-02,0
"702",1951-12-03,0.00195404654368758
"703",1951-12-04,0.00472628010925291
"704",1951-12-05,1.00018223179177e-05
"705",1951-12-06,0
"706",1951-12-07,0.000515290103237476
"707",1951-12-08,0.0169493718049125
"708",1951-12-09,0.00684888979503739
"709",1951-12-10,0.000248838565482856
"710",1951-12-11,0
"711",1951-12-12,3.3177241903104e-05
"712",1951-12-13,1.24656321531802e-06
"713",1951-12-14,0.000123835581689491
"714",1951-12-15,0.00431496327928471
"715",1951-12-16,7.43761512467245e-06
"716",1951-12-17,0.000330672733298343
"717",1951-12-18,0.000953276437940076
"718",1951-12-19,0.00251882983081941
"719",1951-12-20,0.000435654594184598
"720",1951-12-21,2.81321972579462e-05
"721",1951-12-22,0.00161694077064567
"722",1951-12-23,0.000326254880860688
"723",1951-12-24,0.011411964645049
"724",1951-12-25,0.0106871198483987
"725",1951-12-26,0.000342168391910036
"726",1951-12-27,0.00130399020599725
"727",1951-12-28,0.00858937483280897
"728",1951-12-29,0.00477893746574409
"729",1951-12-30,0.00785936813917942
"730",1951-12-31,0.00697343071806245
"731",1952-01-01,0.000484752908050723
"732",1952-01-02,0.000344501078643589
"733",1952-01-03,5.86837066975932e-05
"734",1952-01-04,9.53048754581687e-06
"735",1952-01-05,2.669644402431e-06
"736",1952-01-06,0.00245953755256778
"737",1952-01-07,0.000105676296072943
"738",1952-01-08,0.00216748671368805
"739",1952-01-09,0.00809225988723483
"740",1952-01-10,0.00310535503081155
"741",1952-01-11,0.00466157521753985
"742",1952-01-12,0
"743",1952-01-13,0.00011698396428983
"744",1952-01-14,0.00651522640691837
"745",1952-01-15,0.00517990729980511
"746",1952-01-16,5.14774183102418e-05
"747",1952-01-17,0.00102368031957667
"748",1952-01-18,0.00600042311293691
"749",1952-01-19,0.000891591354047705
"750",1952-01-20,3.63369181286544e-05
"751",1952-01-21,4.77082147654073e-06
"752",1952-01-22,6.53268840551391e-05
"753",1952-01-23,0.000651546813969617
"754",1952-01-24,0.000782846560468897
"755",1952-01-25,0.00225558702368289
"756",1952-01-26,0.000353604583324341
"757",1952-01-27,0.000476572463128377
"758",1952-01-28,0.000320421287540285
"759",1952-01-29,0.000485998406361432
"760",1952-01-30,2.27539103434538e-05
